id,name,category,昨日收盤價,昨日漲跌幅,開盤位置,開盤價,收盤價,漲跌幅,A轉跌幅,成交量,三大買賣超,融券5N,昨日融券,融券差額(張),融券增加,融資5N,昨日融資,融資差額(張),融資增加,投信買賣超(張),投信買賣超%,投信持股比例,外資買賣超(張),外資買賣超%,外資持股比例,自營商買賣超(張),自營商買賣超%,自營商持股比例,主力買賣超(張),主力今日%,投信5買%,投信10買%,投信20買%,投信5買N天,投信10買N天,投信20買N天,外資5買%,外資10買%,外資20買%,外資5買N天,外資10買N天,外資20買N天,主力5買%,主力10買%,主力20買%,月增率%,年增率%,累計年增率%,ma5距離,ma10距離,ma20距離,ma60距離,買超主力,買超趴數,買超主力2,買超趴數2,買超主力3,買超趴數3
6661,威健生技,生技醫療業,21.7,-0.46,0.0,21.7,22.0,1.38,0.0,32.0,6.0,,,,,,,,,0.0,0.0,0.0,6.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,1.0,1.0,1.0,-0.0,-0.0,-0.0,,,,0.22,,,,土銀-新竹,28.13%,港商野村,18.75%,國泰-台中,9.38%
6662,樂斯科,生技醫療業,29.5,-0.17,-0.85,29.25,29.4,-0.34,-0.51,11.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,-0.1,-0.04,,,凱基-基隆,27.27%,大昌-樹林,27.27%,臺銀-金山,9.09%
6664,群翊,電子零組件業,89.9,1.7,2.34,92.0,97.4,8.34,-1.42,1373.2,107.0,1.0,0.0,10.0,inf,1.0,-12.0,230.0,-20.17,0.0,0.0,0.0,102.0,0.19,3.8,5.0,0.01,0.02,-84.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.62,0.4,4.0,9.0,10.0,-0.17,-0.28,-0.59,,,,7.28,8.94,9.9,12.67,摩根大通,4.37%,永豐金-敦南,3.79%,群益金鼎-內湖,3.35%
6666,羅麗芬-KY,生技醫療業,76.2,6.13,1.97,77.7,77.4,1.57,-2.52,660.56,-1.0,1.0,0.0,0.0,,3.0,60.0,-21.0,-1.35,0.0,0.0,0.0,-1.0,-0.0,79.26,0.0,0.0,0.03,-24.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.34,0.33,3.0,6.0,10.0,0.13,0.03,-0.12,,,,4.54,6.23,5.32,5.51,台灣摩根士丹利,3.18%,凱基-台北,2.12%,群益金鼎-大甲,1.82%
6667,信紘科,其他電子業,64.9,0.15,0.31,65.1,65.7,1.23,-1.35,280.66,109.0,1.0,-3.0,0.0,-1.0,2.0,10.0,-13.0,-2.3,0.0,0.0,0.16,112.0,0.25,3.08,-3.0,-0.01,0.04,68.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.13,-0.51,4.0,6.0,10.0,0.27,-0.06,-0.7,,,,1.2,1.61,2.77,1.26,摩根大通,18.86%,港商野村,7.83%,凱基-台北,6.76%
6668,中揚光,光電業,41.2,5.51,2.67,42.3,40.65,-1.33,-3.9,674.58,-215.0,2.0,2.0,-1.0,-1.5,3.0,29.0,8.0,-0.72,0.0,0.0,0.0,-215.0,-0.27,21.14,0.0,0.0,0.72,-113.0,-0.14,0.0,-0.0,0.0,0.0,0.0,0.0,0.24,-0.23,-0.25,2.0,3.0,8.0,0.35,-0.09,0.1,,,,1.3,2.19,2.77,3.1,凱基-內湖,4.74%,新光,2.96%,兆豐-桃園,2.96%
6669,緯穎,電腦及週邊設備業,918.0,3.49,0.33,921.0,905.0,-1.42,-1.74,1196.29,3.0,1.0,1.0,-2.0,-3.0,2.0,6.0,-18.0,-4.0,-27.0,-0.02,3.41,25.0,0.01,32.55,5.0,0.0,0.27,-38.0,-0.02,0.06,0.06,-0.32,3.0,4.0,5.0,-0.04,0.17,1.35,3.0,7.0,17.0,0.12,0.12,0.24,,,,13.4,28.5,42.35,112.1,港商麥格理,20.48%,港商野村,15.64%,美商高盛,2.01%
6670,復盛應用,其他,219.5,0.46,0.46,220.5,219.5,0.0,-1.13,297.56,-34.0,1.0,0.0,-1.0,-inf,4.0,20.0,10.0,-0.5,-45.0,-0.03,0.49,6.0,0.0,24.15,5.0,0.0,0.34,-31.0,-0.02,-0.05,-0.05,-0.06,0.0,0.0,0.0,0.61,0.86,2.04,5.0,9.0,19.0,0.14,0.03,0.28,,,,3.0,7.25,10.68,25.57,台灣摩根士丹利,9.73%,台灣匯立證券,7.72%,土銀-新竹,4.36%
6671,三能-KY,其他,37.9,0.0,0.0,37.9,38.05,0.4,0.0,31.22,0.0,0.0,0.0,0.0,,0.0,0.0,-3.0,-inf,0.0,0.0,0.0,0.0,0.0,53.38,-0.0,-0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.0,6.0,-0.0,-0.0,-0.0,,,,,,,,統一-汐止,48.39%,國票-中和,32.26%,中國信託-永康,6.45%
6672,騰輝電子-KY,電子零組件業,74.4,1.36,0.94,75.1,74.0,-0.54,-1.73,426.82,85.0,2.0,-6.0,0.0,-1.0,2.0,10.0,-32.0,-4.2,0.0,0.0,0.0,85.0,0.12,23.79,0.0,0.0,0.07,14.0,0.02,-0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.03,0.46,3.0,6.0,13.0,0.23,-0.46,-0.28,,,,0.58,2.47,4.94,9.36,摩根大通,11.48%,凱基-台北,4.22%,兆豐-三民,3.51%
6674,鋐寶科技,通信網路業,22.6,-0.22,0.66,22.75,22.75,0.66,0.0,15.0,4.0,0.0,0.0,0.0,,2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,4.0,0.01,0.45,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,2.0,4.0,7.0,-0.0,0.0,0.0,,,,0.13,0.26,0.42,,花旗環球,20%,群益金鼎-瑞豐,13.33%,元富-烏日,6.67%
6679,鈺太,半導體業,234.5,-0.85,0.0,234.5,236.5,0.85,-0.63,307.9,58.0,1.0,-1.0,2.0,-3.0,3.0,-8.0,9.0,-2.12,-48.0,-0.09,2.28,105.0,0.19,8.01,1.0,0.0,0.84,33.0,0.06,-0.22,-0.1,-0.0,0.0,1.0,5.0,-0.07,0.46,-1.18,4.0,7.0,9.0,-0.95,-0.87,-0.25,-10.91,-48.02,-18.95,1.8,3.85,11.6,31.26,凱基-台北,11.36%,美商高盛,10.71%,美林,8.44%
6680,鑫創電子,電腦及週邊設備業,63.5,0.0,-1.42,62.6,62.4,-1.73,-1.27,17.04,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,2.0,2.0,2.0,0.04,0.04,0.07,,,,-0.54,0.71,,,國泰-松江,29.41%,兆豐-鹿港,11.76%,華南永昌-斗六,11.76%
6683,雍智科技,半導體業,213.5,-0.23,0.23,214.0,216.0,1.17,-1.82,454.99,45.0,,,,,,,,,80.0,0.29,3.35,-18.0,-0.07,10.88,-17.0,-0.06,0.33,6.0,0.02,0.94,1.59,1.56,5.0,6.0,6.0,0.44,0.45,-0.01,2.0,6.0,11.0,0.76,1.55,1.35,-8.35,0.04,4.20,2.6,15.55,28.15,34.87,統一,11.21%,摩根大通,7.91%,第一金-新興,3.96%
6684,安格,半導體業,55.0,5.16,1.64,55.9,54.0,-1.82,-3.91,235.47,-20.0,,,,,,,,,0.0,0.0,0.0,-20.0,-0.07,3.05,0.0,0.0,0.13,-52.0,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.03,3.0,4.0,9.0,-0.12,-0.35,-0.99,7.66,-64.87,-27.49,1.77,2.94,2.33,4.49,元大-彰化民生,8.09%,兆豐-三重,4.26%,美好-苗栗,2.98%
6690,安�硌穈T,資訊服務業,116.0,0.43,0.43,116.5,116.5,0.43,-0.43,17.55,0.0,,,,,,,,,0.0,0.0,0.13,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,-0.02,-0.02,1.0,2.0,3.0,0.05,0.06,0.05,11.64,0,0,0.2,2.55,5.67,7.4,元大-竹南,16.67%,中國信託,5.56%,台中銀,5.56%
6691,洋基工程,其他電子業,195.0,-0.26,0.51,196.0,196.0,0.51,-1.26,229.47,68.0,0.0,0.0,0.0,,3.0,22.0,-29.0,-2.32,0.0,0.0,0.0,68.0,0.1,1.2,0.0,0.0,0.06,-4.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.18,0.76,4.0,7.0,16.0,0.05,0.25,0.49,,,,0.8,2.7,9.0,23.22,富邦證券,16.59%,美商高盛,11.79%,兆豐證券,8.73%
6693,廣閎科,半導體業,67.6,3.84,0.3,67.8,68.1,0.74,-2.01,118.09,-10.0,,,,,,,,,0.0,0.0,0.0,-10.0,-0.02,0.61,0.0,0.0,0.0,-16.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.16,0.1,3.0,4.0,7.0,-0.03,-0.05,-0.22,,,,2.1,2.67,2.62,-0.46,台中銀-台北,16.95%,新光-新竹,5.93%,國泰-板橋,5.93%
6697,東捷資訊,資訊服務業,37.8,0.93,-3.04,36.65,36.7,-2.91,0.0,4.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,,,,,,,,華南永昌,50%,台新-左楠,25%,台灣企銀,25%
6698,旭暉應材,其他電子業,31.05,1.97,0.81,31.3,31.25,0.64,-1.57,99.11,4.0,0.0,0.0,0.0,,3.0,19.0,26.0,0.37,0.0,0.0,0.0,4.0,0.01,1.81,0.0,0.0,0.03,-6.0,-0.01,-0.0,-0.0,0.0,0.0,0.0,0.0,0.06,0.09,0.08,3.0,5.0,11.0,0.0,0.02,-0.02,,,,0.75,1.43,1.77,2.05,元大-木柵,10.1%,富邦-花蓮,8.08%,大昌-新竹,4.04%
6703,軒郁,生技醫療業,90.9,0.11,1.1,91.9,91.8,0.99,-0.86,33.93,2.0,,,,,,,,,0.0,0.0,0.0,2.0,0.01,11.54,0.0,0.0,0.0,-4.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.06,3.0,7.0,10.0,-0.05,-0.07,-0.2,,,,0.42,1.92,3.59,3.85,元大-福營,14.71%,台中銀-豐原,5.88%,第一金-中壢,5.88%
6706,惠特,光電業,100.5,5.35,0.0,100.5,101.0,0.5,-1.46,1970.88,-213.0,3.0,32.0,-7.0,-1.22,4.0,19.0,-6.0,-1.32,0.0,0.0,0.0,-213.0,-0.29,7.35,-0.0,-0.0,0.12,-139.0,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,-0.89,-0.62,-3.33,1.0,3.0,7.0,-0.47,-0.41,-2.05,,,,5.5,8.84,11.37,14.12,土銀-新竹,3.04%,康和-嘉義,1.93%,統一,0.96%
6712,長聖,生技醫療業,207.5,-1.89,0.0,207.5,214.0,3.13,-0.23,2486.56,464.0,2.0,20.0,-13.0,-1.65,3.0,36.0,56.0,0.56,0.0,0.0,2.8,457.0,0.67,3.66,7.0,0.01,0.87,471.0,0.69,-0.21,0.17,0.66,1.0,4.0,7.0,-0.3,0.07,0.76,2.0,5.0,10.0,-0.04,-1.18,0.0,1.66,16.89,46.76,5.7,3.3,9.78,16.24,凱基-台北,7%,永豐金證券,4.58%,美商高盛,4.3%
6715,嘉基,電子零組件業,135.0,-1.1,0.0,135.0,133.5,-1.11,-1.48,212.23,-27.0,2.0,-8.0,-1.0,-0.88,2.0,-29.0,-18.0,-0.38,0.0,0.0,0.0,-29.0,-0.05,2.59,2.0,0.0,0.17,-39.0,-0.06,0.0,0.0,-0.0,0.0,0.0,0.0,-0.32,-0.68,-0.71,0.0,2.0,7.0,0.07,-0.08,-0.24,,,,-0.4,1.05,5.38,2.48,凱基-竹東,7.08%,中國信託-松江,4.72%,永豐金證券,4.25%
6716,應廣,半導體業,83.4,1.71,-2.76,81.1,82.5,-1.08,0.0,5.86,-1.0,,,,,,,,,0.0,0.0,0.0,-1.0,-0.0,0.34,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,,,,1.44,3.25,3.65,,元富-林園,16.67%,凱基-苗栗,16.67%,華南永昌-苑裡,16.67%
6719,力智,半導體業,307.0,0.33,1.3,311.0,311.0,1.3,-6.04,6346.55,-388.0,,,,,,,,,0.0,0.0,1.1,-415.0,-0.53,5.95,27.0,0.03,0.61,-597.0,-0.76,0.25,0.15,0.32,1.0,2.0,6.0,-0.62,-1.24,-0.61,1.0,3.0,6.0,-0.57,-0.58,-0.38,,,,15.3,29.25,37.35,55.11,第一金-華江,0.87%,港商野村,0.63%,永豐金-松山,0.54%
6721,信實,其他,41.2,0.12,-0.12,41.15,41.3,0.24,0.0,12.42,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.23,0.32,0.56,-0.6,凱基-台中,41.67%,凱基-士林,16.67%,國票-南港,8.33%
6727,亞泰金屬,電子零組件業,70.7,1.0,0.57,71.1,72.5,2.55,-0.68,220.57,6.0,,,,,,,,,0.0,0.0,0.0,6.0,0.03,4.17,0.0,0.0,0.0,23.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.07,0.08,3.0,4.0,8.0,0.15,0.06,-0.54,,,,2.34,3.34,4.61,5.93,國票-彰化,7.24%,富邦-員林,5.43%,華南永昌-鳳山,4.98%
6728,上洋,貿易百貨,113.0,0.0,-0.88,112.0,114.5,1.33,0.0,18.57,-1.0,,,,,,,,,0.0,0.0,0.0,-1.0,-0.0,1.44,0.0,0.0,0.0,-1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.05,-0.13,0.0,0.0,0.0,-0.13,-0.16,-0.2,,,,1.1,0.25,-1.8,-10.31,富邦-台北,10.53%,元大-豐原,10.53%,兆豐-南門,5.26%
6732,昇佳電子,半導體業,247.5,-0.4,-0.2,247.0,251.0,1.41,-2.33,220.7,-5.0,2.0,0.0,1.0,inf,4.0,2.0,11.0,4.5,0.0,0.0,0.0,-8.0,-0.02,10.5,3.0,0.01,0.04,10.0,0.02,-0.25,-0.37,-0.77,0.0,0.0,1.0,0.18,0.38,0.92,2.0,6.0,14.0,-0.09,-0.13,-0.22,,,,7.6,10.35,13.43,22.85,群益金鼎-新店,8.6%,兆豐-埔墘,6.79%,凱基-台北,4.07%
6733,博晟生醫,生技醫療業,22.05,-1.12,0.0,22.05,23.05,4.54,-0.65,263.0,31.0,,,,,,,,,0.0,0.0,0.0,31.0,0.03,8.12,0.0,0.0,0.0,73.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,4.0,9.0,18.0,0.04,0.0,-0.06,,,,0.87,1.1,1.24,0.89,永豐金-敦南,50.57%,日盛-樹林,5.32%,港商野村,3.8%
6735,美達科技,其他電子業,57.4,0.7,1.05,58.0,57.1,-0.52,-1.55,7.45,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.01,0.01,0.0,1.0,2.0,0.0,0.0,0.03,,,,0.2,0.68,1.66,,台新-高雄,42.86%,富邦-花蓮,28.57%,富邦-彰化,14.29%
6741,91APP*-KY,電子商務,93.9,-2.19,0.64,94.5,102.0,8.63,-0.97,2805.0,-732.0,0.0,0.0,0.0,,4.0,-21.0,259.0,-13.33,59.0,0.05,0.46,-858.0,-0.71,65.94,67.0,0.06,0.07,-349.0,-0.29,0.42,0.43,0.46,5.0,6.0,8.0,-1.19,-1.28,-1.47,0.0,1.0,6.0,-0.45,-0.46,-0.45,,,,9.5,13.79,15.51,18.4,富邦-員林,17.22%,美商高盛,4.6%,元富,2.53%
6743,安普新,其他電子業,37.05,-2.11,0.4,37.2,39.05,5.4,-3.58,725.83,-19.0,1.0,0.0,14.0,inf,1.0,-8.0,62.0,-8.75,0.0,0.0,0.0,-19.0,-0.01,3.33,0.0,0.0,0.01,77.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.05,0.03,1.0,3.0,10.0,0.03,0.12,0.12,,,,1.71,3.06,5.13,5.68,統一-員林,19.42%,凱基-高雄,5.92%,第一金-中壢,2.75%
6747,亨泰光,生技醫療業,182.5,0.27,0.0,182.5,199.5,9.32,-0.5,220.83,-78.0,,,,,,,,,0.0,0.0,0.0,-77.0,-0.32,8.03,-1.0,-0.0,0.0,-36.0,-0.15,0.0,0.0,-0.06,0.0,0.0,0.0,-0.75,-1.45,-2.16,0.0,0.0,0.0,-0.65,-1.31,-1.79,,,,17.6,22.85,26.65,,統一,5.43%,摩根大通,5.43%,永豐金-竹科,5.43%
6751,智聯服務,資訊服務業,44.85,0.79,0.33,45.0,45.45,1.34,0.0,46.19,2.0,,,,,,,,,0.0,0.0,0.0,2.0,0.01,0.02,0.0,0.0,0.0,-6.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,1.0,1.0,2.0,-0.01,0.02,0.05,,,,0.99,1.59,1.87,3.56,元大-敦南,13.04%,元大-華山,6.52%,元大-土城學府,6.52%
6752,叡揚,資訊服務業,58.2,-1.19,0.0,58.2,58.2,0.0,0.0,7.1,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,-0.08,,,,-0.04,,,,永豐金-忠孝,100%,群益金鼎-板橋,0%,玉山-新莊,0%
6754,匯僑設計,其他,54.5,4.01,0.92,55.0,52.5,-3.67,-4.55,206.69,0.0,0.0,0.0,0.0,,1.0,19.0,-23.0,-2.21,0.0,0.0,0.0,-8.0,-0.01,21.9,8.0,0.01,0.07,-26.0,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.25,0.33,4.0,6.0,12.0,0.02,-0.07,0.09,,,,-0.58,-1.18,2.76,6.29,台灣匯立證券,6.76%,新光-台中,4.83%,合庫-嘉義,4.35%
6756,威鋒電子,半導體業,227.0,4.85,1.54,230.5,229.5,1.1,-2.96,1235.85,-137.0,3.0,6.0,-1.0,-1.17,4.0,28.0,11.0,-0.61,0.0,0.0,0.02,-130.0,-0.19,3.84,-7.0,-0.01,0.23,-121.0,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.34,-0.71,3.0,5.0,8.0,-0.31,-0.44,-0.41,-29.64,-56.70,-8.16,9.0,15.6,24.47,38.35,新加坡商瑞銀,1.7%,永全證券,1.7%,元富-虎尾,1.62%
6761,穩得,電子零組件業,82.6,0.73,0.48,83.0,90.8,9.93,0.0,104.61,6.0,,,,,,,,,0.0,0.0,0.0,6.0,0.03,1.62,0.0,0.0,0.0,11.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.04,2.0,4.0,10.0,-0.05,-0.06,-0.08,,,,7.24,8.83,9.64,10.84,元大-新竹,14.29%,富邦-員林,11.43%,統一,9.52%
6762,達亞,生技醫療業,237.0,3.72,1.05,239.5,240.0,1.27,-1.23,10.49,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.41,30.90,-15.33,,,,,台新-高雄,40%,永豐金-永康,20%,新光-高雄,10%
6763,綠界科技,電子商務,430.0,3.37,0.0,430.0,439.0,2.09,-0.11,77.13,4.0,,,,,,,,,0.0,0.0,0.0,7.0,0.04,8.18,-3.0,-0.02,0.0,-15.0,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.24,4.0,8.0,12.0,-0.11,-0.18,-0.13,,,,22.0,32.15,47.75,51.74,宏遠-高雄,12.99%,群益金鼎-西松,10.39%,永豐金證券,6.49%
6767,台微醫,生技醫療業,31.75,1.28,0.0,31.75,32.6,2.68,0.0,87.16,6.0,,,,,,,,,0.0,0.0,0.0,6.0,0.02,0.29,0.0,0.0,0.0,9.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.13,0.23,5.0,9.0,16.0,0.18,0.23,0.2,,,,1.2,1.93,2.74,2.12,國泰-敦南,12.64%,凱基-桃園,12.64%,元大-大里,9.2%
6768,志強-KY,其他,80.9,1.12,1.36,82.0,82.0,1.36,-0.73,1200.17,137.0,0.0,0.0,0.0,,1.0,-9.0,-52.0,4.78,0.0,0.0,0.21,139.0,0.07,77.72,-2.0,-0.0,0.24,-10.0,-0.01,-0.01,0.04,0.21,0.0,1.0,4.0,0.13,0.05,-0.26,4.0,7.0,9.0,-0.0,-0.06,-0.65,,,,2.46,2.52,2.69,2.98,兆豐-復興,4.25%,富邦-板橋,4.08%,凱基-台北,3.42%
6770,力積電,半導體業,34.6,1.76,0.58,34.8,35.15,1.59,-1.4,41113.97,-5305.0,1.0,288.0,-173.0,-1.6,4.0,1088.0,1963.0,0.8,0.0,0.0,0.78,-5871.0,-0.15,19.38,566.0,0.01,0.14,-5788.0,-0.15,0.0,0.0,-0.01,1.0,2.0,4.0,0.48,0.95,1.59,4.0,8.0,14.0,0.34,0.41,0.68,,,,1.22,1.86,1.85,3.83,元大-忠孝,1.26%,美林,0.92%,永豐金-永康,0.76%
6776,展�眥篕�,電子通路業,39.2,0.38,0.26,39.3,39.2,0.0,-0.25,75.53,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,inf,0.0,0.0,0.0,4.0,0.0,0.3,-3.0,-0.0,0.01,-6.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.02,2.0,4.0,9.0,-0.01,-0.05,-0.04,,,,0.1,0.19,0.64,1.5,元大-土城永寧,46.05%,中國信託-永康,6.58%,花旗環球,5.26%
6781,AES-KY,電子零組件業,842.0,-1.52,0.95,850.0,816.0,-3.09,-4.9,1173.41,-80.0,2.0,-11.0,-18.0,0.64,1.0,31.0,-52.0,-2.68,-2.0,-0.0,4.92,-82.0,-0.1,73.48,4.0,0.0,0.29,-62.0,-0.07,0.82,0.99,1.03,3.0,5.0,12.0,-0.14,-1.36,-1.48,2.0,4.0,8.0,0.29,-0.09,0.13,-14.37,0.89,33.29,-1.4,57.7,104.95,142.13,元大-南京,2.05%,統一-內湖,1.36%,台灣摩根士丹利,1.02%
6788,華景電,半導體業,100.0,4.82,3.5,103.5,110.0,10.0,0.0,1807.95,-188.0,2.0,7.0,-2.0,-1.29,3.0,-25.0,400.0,-17.0,15.0,0.04,0.27,-203.0,-0.58,3.3,0.0,0.0,0.32,181.0,0.52,0.28,0.28,0.28,5.0,5.0,5.0,0.07,0.88,1.7,2.0,5.0,11.0,0.81,1.15,1.29,,,,11.5,14.82,16.69,8.21,日盛-文化,16.54%,元大-大同,2.99%,富邦-台南,2.77%
6789,采鈺,半導體業,238.0,0.0,1.26,241.0,243.0,2.1,-2.99,2255.66,-230.0,,,,,,,,,0.0,0.0,0.3,-218.0,-0.07,9.28,-12.0,-0.0,0.05,-162.0,-0.05,0.0,0.0,0.0,1.0,2.0,4.0,-0.1,-0.15,-1.08,2.0,4.0,6.0,0.03,0.05,-0.78,,,,7.7,18.05,28.47,23.89,玉山-新莊,2.39%,台灣摩根士丹利,2.17%,群益金鼎-嘉義,1.11%
6790,永豐實,造紙工業,36.65,1.24,0.0,36.65,36.75,0.27,-0.54,97.61,26.0,0.0,0.0,0.0,,0.0,-2.0,0.0,-1.0,0.0,0.0,0.0,26.0,0.01,2.61,0.0,0.0,0.39,-13.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.07,5.0,10.0,18.0,-0.01,-0.02,-0.03,,,,0.48,0.81,1.01,0.89,凱基-台北,21.43%,台新-台中,11.22%,統一-金門,6.12%
6792,詠業,通信網路業,77.3,-1.65,0.91,78.0,78.7,1.81,-1.01,109.99,43.0,0.0,0.0,0.0,,2.0,0.0,-5.0,-inf,0.0,0.0,0.0,43.0,0.09,1.81,0.0,0.0,0.01,8.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.41,0.64,4.0,8.0,13.0,0.09,0.18,0.3,,,,1.34,3.23,4.48,4.55,美商高盛,24.55%,玉山-新竹,9.09%,華南永昌-台中,9.09%
6796,晉弘,生技醫療業,80.8,-0.37,-1.11,79.9,84.0,3.96,-0.47,319.1,63.0,,,,,,,,,0.0,0.0,0.0,63.0,0.19,22.05,0.0,0.0,0.0,23.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-0.3,-0.63,4.0,4.0,8.0,0.19,-0.26,-0.53,,,,3.76,4.13,6.66,1.81,台灣摩根士丹利,7.21%,摩根大通,5.33%,康和-永和,5.02%
6799,來頡,半導體業,120.5,-2.43,-0.41,120.0,120.0,-0.41,-2.44,224.49,43.0,,,,,,,,,0.0,0.0,0.72,43.0,0.11,5.75,0.0,0.0,0.0,-13.0,-0.03,0.0,0.07,0.2,0.0,2.0,5.0,0.08,-0.05,-0.14,3.0,4.0,8.0,-0.27,0.19,0.58,,,,0.9,3.15,6.15,16.31,新加坡商瑞銀,10.27%,宏遠-高雄,6.7%,北城證券,6.7%
6803,崑鼎投控,其他,246.0,-0.2,1.22,249.0,249.5,1.42,0.0,18.13,-3.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.29,-3.0,-0.0,2.1,0.0,0.0,0.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.08,-0.12,0.0,0.0,2.0,0.0,-0.01,-0.05,,,,2.6,2.7,2.8,-1.66,玉山-板橋,11.11%,凱基-台中,11.11%,凱基-文心,11.11%
6804,明係,其他,58.9,2.08,-0.68,58.5,59.0,0.17,-0.51,46.02,2.0,,,,,,,,,0.0,0.0,0.0,2.0,0.01,8.83,0.0,0.0,0.0,-10.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,4.0,5.0,11.0,-0.02,-0.04,0.06,,,,0.92,0.91,1.66,3.95,富邦-竹東,10.87%,宏遠證券,4.35%,彰銀,4.35%
6806,森崴能源,其他,70.2,9.86,0.14,70.3,69.0,-1.71,-3.77,4411.96,-869.0,3.0,57.0,-12.0,-1.21,3.0,1036.0,-113.0,-1.11,0.0,0.0,0.0,-288.0,-0.13,0.9,-581.0,-0.27,0.0,-1100.0,-0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.13,-0.1,1.0,4.0,9.0,-0.52,-0.51,-0.91,,,,3.34,5.07,6.12,4.35,國泰證券,4.53%,群益金鼎-桃園,1.52%,元大-桃興,0.95%
6807,峰源-KY,其他,26.1,0.38,-2.3,25.5,25.6,-1.92,-1.35,21.11,2.0,,,,,,,,,0.0,0.0,0.0,2.0,0.0,41.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,2.0,4.0,6.0,0.0,-0.0,-0.0,,,,,,,,富邦-新營,19.05%,富邦-台南,14.29%,永豐金-萬盛,14.29%
