id,name,category,昨日收盤價,昨日漲跌幅,開盤位置,開盤價,收盤價,漲跌幅,A轉跌幅,成交量,三大買賣超,融券5N,前日融券,昨日融券,昨日融券5MAX,昨日融券10MAX,昨日融券20MAX,融券差額(張),昨日融券5增張,融券增加,融資5N,昨日融資,融資差額(張),投信買賣超(張),投信買賣超%,投信持股比例,外資買賣超(張),外資買賣超%,外資持股比例,自營商買賣超(張),自營商買賣超%,自營商持股比例,主力買賣超(張),主力今日%,主力5買%,主力10買%,主力20買%,月增率%,年增率%,累計年增率%,ma5距離,ma10距離,ma20距離,ma60距離,買超主力,買超趴數,買超主力2,買超趴數2,買超主力3,買超趴數3
6191,精成科,電子零組件業,39.15,-1.01,0.0,39.15,39.75,1.53,-0.25,3853.61,1770.0,3.0,7.0,-9.0,7.0,7.0,44.0,5.0,-8.0,-1.56,1.0,-139.0,35.0,-16.0,-0.0,0.0,1823.0,0.38,12.65,-37.0,-0.01,0.16,1271.0,0.27,0.38,1.22,0.57,,,,0.28,0.52,1.52,4.91,凱基-台北,11.52%,摩根大通,8.3%,新加坡商瑞銀,7.29%
6192,巨路,其他電子業,75.6,0.8,0.0,75.6,75.4,-0.26,-0.26,46.7,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,18.86,-12.0,-0.01,2.17,0.0,0.0,0.0,-0.04,0.3,,,,0.24,-0.02,1.29,0.33,元大-善化,36.17%,新光,12.77%,統一-南京,8.51%
6194,育富,電子零組件業,29.75,1.71,-0.67,29.55,29.75,0.0,-1.33,637.65,23.0,2.0,-4.0,0.0,5.0,5.0,22.0,0.0,-4.0,,3.0,-119.0,-12.0,0.0,0.0,0.13,63.0,0.13,2.65,-40.0,-0.08,0.33,-17.0,-0.04,-0.09,-0.45,-1.15,,,,0.07,0.36,1.59,3.48,富邦-內湖,5.49%,凱基-台北,3.92%,國泰-桃園,3.13%
6195,詩肯,貿易百貨,46.3,-0.64,0.0,46.3,46.35,0.11,0.0,26.29,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.01,45.55,-0.0,-0.0,0.0,-1.0,-0.0,-0.0,-0.01,-0.05,,,,-0.12,-0.21,-0.08,0.24,凱基-台北,19.23%,華南永昌-中正,15.38%,富邦-建國,7.69%
6196,帆宣,其他電子業,132.0,0.0,0.0,132.0,131.0,-0.76,-0.76,313.27,-103.0,3.0,-2.0,-18.0,4.0,11.0,11.0,4.0,-12.0,-1.22,3.0,-5.0,4.0,0.0,0.0,0.0,-114.0,-0.06,7.38,11.0,0.01,0.09,-15.0,-0.01,0.01,0.02,-0.08,,,,-0.6,0.9,1.95,0.86,兆豐-彰化,8.95%,玉山-新竹,6.07%,兆豐-西螺,5.11%
6197,佳必琪,電子零組件業,62.6,1.62,2.4,64.1,63.7,1.76,-2.0,2564.24,176.0,4.0,4.0,5.0,10.0,29.0,29.0,1.0,2.0,-0.8,3.0,-291.0,51.0,27.0,0.02,0.36,149.0,0.12,12.29,-0.0,-0.0,0.9,20.0,0.02,0.44,0.98,1.65,,,,1.52,3.03,6.38,11.45,台灣摩根士丹利,5.23%,中國信託-永康,3.24%,凱基-台東,1.48%
6198,凌泰,半導體業,33.75,-2.74,-1.63,33.2,32.65,-3.26,-1.66,144.53,-9.0,,,,,,,,,,,,,0.0,0.0,0.0,-9.0,-0.04,1.44,0.0,0.0,0.0,-16.0,-0.07,-0.43,-0.53,-1.35,,,,-1.57,-1.13,2.56,8.56,新光-桃園,6.9%,群益金鼎-丹鳳,6.9%,光和-溪湖,5.52%
6199,天品,其他,18.3,0.27,-0.27,18.25,18.3,0.0,-0.81,7.68,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,4.74,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,,,,-0.04,,,,元大-新盛,37.5%,元大-太平,12.5%,元大-沙鹿,12.5%
6201,亞弘電,其他電子業,43.9,0.23,0.0,43.9,43.85,-0.11,-0.11,8.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33,0.0,0.0,0.06,0.0,0.0,-0.0,-0.0,0.0,,,,0.05,0.09,0.29,0.56,台中銀-高雄,25%,華南永昌-敦南,12.5%,凱基-永康,12.5%
6202,盛群,半導體業,70.3,1.3,0.57,70.7,70.6,0.43,-0.42,2119.07,-700.0,2.0,0.0,-2.0,19.0,19.0,19.0,-8.0,34.0,3.0,4.0,218.0,-193.0,-3.0,-0.0,0.3,-685.0,-0.3,13.72,-12.0,-0.01,0.3,-799.0,-0.35,-1.24,-1.57,-2.05,,,,0.76,1.15,2.06,-0.82,新光,2.93%,港商法國興業,2.88%,兆豐-高雄,1.89%
6203,海韻電,電子零組件業,88.9,2.07,0.67,89.5,88.2,-0.79,-1.45,669.79,-82.0,1.0,1.0,0.0,1.0,2.0,8.0,0.0,-2.0,,2.0,48.0,-38.0,-7.0,-0.01,0.1,-117.0,-0.15,3.06,42.0,0.05,0.74,-42.0,-0.05,0.58,-0.1,1.59,,,,2.04,4.34,7.47,18.59,宏遠證券,6.27%,永豐金證券,4.63%,富邦-建國,3.58%
6204,艾華,電子零組件業,56.0,0.0,-0.36,55.8,55.9,-0.18,-0.18,6.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18,0.0,0.0,0.06,0.0,0.0,0.0,0.0,-0.05,,,,-0.12,-0.02,-0.09,-0.34,統一-三重,14.29%,統一,14.29%,臺銀-新竹,14.29%
6205,詮欣,電子零組件業,69.2,1.02,0.43,69.5,69.2,0.0,-0.43,386.65,-192.0,3.0,5.0,-5.0,7.0,7.0,147.0,-5.0,17.0,0.0,1.0,13.0,-18.0,0.0,0.0,6.65,-204.0,-0.26,1.86,12.0,0.02,0.27,-85.0,-0.11,-0.3,-1.59,-2.92,,,,0.46,-0.06,-0.62,-7.74,富邦-中壢,11.11%,臺銀-高雄,6.2%,台新-台中,5.17%
6206,飛捷,電腦及週邊設備業,71.5,0.28,0.0,71.5,71.6,0.14,-0.14,94.21,-42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,-1.0,-27.0,0.0,0.0,0.04,-42.0,-0.03,12.3,0.0,0.0,0.32,-14.0,-0.01,0.01,-0.03,-0.2,,,,0.12,0.36,0.84,-0.15,元富-台中,12.77%,富邦-新板,6.38%,統一-平鎮,5.32%
6207,雷科,電子零組件業,28.55,0.53,0.0,28.55,28.65,0.35,0.0,123.33,19.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,-1.0,,2.0,-11.0,6.0,0.0,0.0,0.0,19.0,0.02,2.06,0.0,0.0,0.22,-14.0,-0.02,0.02,-0.04,-0.1,,,,0.14,0.3,0.65,0.66,凱基-台北,14.63%,元大-竹南,8.94%,元大-新生,8.13%
6208,日揚,電子零組件業,53.8,-0.37,0.56,54.1,54.0,0.37,-0.18,22.48,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,2.0,1.0,0.0,0.0,0.0,-2.0,-0.0,1.7,0.0,0.0,0.02,0.0,0.0,-0.0,-0.03,0.01,,,,0.06,0.15,-0.03,-0.06,大昌,40.91%,華南永昌-虎尾,9.09%,兆豐-嘉義,4.55%
6209,今國光,光電業,30.75,-0.65,-0.65,30.55,31.55,2.6,-0.63,2858.11,-302.0,4.0,10.0,-16.0,10.0,10.0,78.0,17.0,-25.0,-2.06,3.0,-30.0,358.0,0.0,0.0,0.0,-294.0,-0.17,2.3,-8.0,-0.0,0.4,-328.0,-0.19,-0.1,0.04,-0.07,,,,0.8,0.9,1.37,2.18,兆豐-東門,4.23%,國票-內壢,1.22%,國泰-板橋,1.15%
6210,慶生,電子零組件業,35.0,0.43,0.0,35.0,34.8,-0.57,-0.57,23.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,-0.01,0.1,0.0,0.0,0.0,-3.0,-0.01,-0.03,-0.03,-0.03,,,,-0.14,-0.2,,,永豐金-新竹,13.04%,群益金鼎-中壢,8.7%,凱基-嘉義,8.7%
6212,理銘,建材營造,49.65,1.53,-2.92,48.2,49.8,0.3,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.94,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,,,,,,,,富邦-竹東,71.43%,凱基-鳳山,14.29%,新光-台中,0%
6213,聯茂,電子零組件業,72.1,-0.83,-0.28,71.9,71.6,-0.69,-0.42,684.54,0.0,3.0,10.0,-7.0,14.0,14.0,256.0,0.0,6.0,-1.0,4.0,84.0,12.0,25.0,0.01,0.02,-20.0,-0.01,10.66,-5.0,-0.0,0.29,-111.0,-0.03,-0.07,0.02,-0.48,,,,0.06,0.52,2.42,-1.57,新加坡商瑞銀,7.3%,美商高盛,5.84%,港商野村,4.53%
6214,精誠,資訊服務業,100.5,1.72,0.0,100.5,100.0,-0.5,-0.5,1198.43,536.0,3.0,-1.0,2.0,2.0,20.0,20.0,0.0,1.0,-1.0,2.0,-90.0,-2.0,33.0,0.01,0.12,491.0,0.18,12.58,12.0,0.0,0.38,119.0,0.04,0.4,0.3,1.61,,,,0.34,1.72,5.25,15.72,新加坡商瑞銀,18.61%,摩根大通,10.35%,台灣摩根士丹利,6.34%
6215,和椿,其他電子業,30.3,3.77,5.61,32.0,33.3,9.9,0.0,6940.91,-5.0,2.0,0.0,27.0,27.0,27.0,27.0,26.0,27.0,-0.04,3.0,318.0,569.0,0.0,0.0,0.0,0.0,0.0,8.89,-5.0,-0.01,0.05,1318.0,1.59,2.35,2.15,1.96,,,,3.64,4.94,5.36,5.57,富邦-南屯,21.28%,元大-博愛,4.61%,富邦-嘉義,3.4%
6216,居易,通信網路業,27.4,0.18,0.0,27.4,27.55,0.55,-0.18,192.49,56.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,2.0,-6.0,-6.0,0.0,0.0,0.0,56.0,0.06,1.73,0.0,0.0,0.2,2.0,0.0,0.05,0.12,-0.1,,,,0.15,0.34,0.72,0.62,凱基-台北,16.67%,富邦-宜蘭,10.42%,永豐金-敦南,10.42%
6217,中探針,電子零組件業,44.75,1.02,-0.67,44.45,44.75,0.0,-0.11,458.83,34.0,1.0,-14.0,-11.0,70.0,82.0,82.0,-4.0,5.0,-0.64,4.0,5.0,25.0,0.0,0.0,0.0,35.0,0.04,0.92,-1.0,-0.0,0.06,10.0,0.01,-0.07,-0.05,-0.93,,,,-0.03,1.17,2.03,0.09,凱基-台北,7.19%,永豐金-博愛,3.27%,國泰-敦南,2.61%
6218,豪勉,通信網路業,27.85,-0.89,-0.36,27.75,27.9,0.18,-1.24,1574.71,162.0,2.0,6.0,-16.0,49.0,53.0,100.0,-8.0,8.0,-0.5,5.0,43.0,68.0,0.0,0.0,0.0,162.0,0.25,1.38,0.0,0.0,0.0,1.0,0.0,0.26,-0.46,-1.62,,,,-0.06,0.36,0.73,5.15,港商野村,4.95%,美商高盛,4.44%,統一-屏東,3.81%
6219,富旺,建材營造,11.15,-0.45,0.0,11.15,11.25,0.9,0.0,615.84,35.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.02,1.06,0.0,0.0,0.0,-17.0,-0.01,0.0,-0.01,-0.04,,,,0.04,0.05,0.02,0.15,新光-新竹,5.84%,凱基-台北,5.68%,國泰-板橋,3.57%
6220,岳豐科技,電子零組件業,27.45,-0.18,0.55,27.6,27.5,0.18,-0.54,540.51,75.0,0.0,0.0,-46.0,1.0,1.0,9.0,0.0,-45.0,-1.0,2.0,-126.0,-116.0,0.0,0.0,0.0,54.0,0.04,2.76,21.0,0.01,0.08,-33.0,-0.02,-0.3,-0.63,-1.87,,,,0.09,0.09,0.08,-0.34,富邦-永康,7.39%,元大-台中,7.39%,新加坡商瑞銀,5.73%
6221,晉泰,資訊服務業,66.1,0.0,0.45,66.4,66.6,0.76,-0.6,17.48,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,-9.0,-5.0,0.0,0.0,0.0,-1.0,-0.0,0.63,0.0,0.0,0.04,0.0,0.0,0.0,0.05,0.06,,,,0.38,0.59,1.86,3.81,華南永昌-中正,23.53%,元富-中原,11.76%,統一-敦南,11.76%
6222,上揚,光電業,15.0,-1.96,-2.0,14.7,14.3,-4.67,-2.72,41.88,1.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,,,,-0.96,-1.12,-0.75,,美好,4.76%,元富-板橋,4.76%,元大-博愛,4.76%
6223,旺矽,半導體業,163.0,-2.4,0.0,163.0,163.5,0.31,-0.91,2508.57,513.0,3.0,98.0,-73.0,98.0,152.0,152.0,-49.0,168.0,-0.33,3.0,303.0,-113.0,0.0,0.0,8.13,490.0,0.52,20.82,23.0,0.02,0.69,292.0,0.31,1.66,6.2,7.42,,,,-0.3,5.25,15.95,26.93,美商高盛,8.49%,美林,4.03%,新加坡商瑞銀,3.99%
6224,聚鼎,電子零組件業,63.5,1.11,-0.94,62.9,63.5,0.0,-0.78,43.54,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,1.0,-6.0,-14.0,0.0,0.0,0.0,6.0,0.01,8.97,0.0,0.0,0.14,-4.0,-0.0,0.01,0.12,-0.14,,,,0.28,0.5,1.79,-1.08,新加坡商瑞銀,9.09%,摩根大通,9.09%,台新-台南,6.82%
6225,天瀚,光電業,11.15,1.36,1.35,11.3,10.9,-2.24,-3.54,19.9,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,0.0,0.0,0.0,1.0,0.01,0.01,0.01,0.01,,,,0.06,-0.07,-0.04,-0.2,中國信託-新竹,25%,永豐金-羅東,10%,中國信託-高雄,10%
6226,光鼎,光電業,12.25,0.82,-1.22,12.1,12.25,0.0,0.0,378.87,65.0,1.0,1.0,0.0,3.0,3.0,10.0,0.0,0.0,,4.0,54.0,5.0,0.0,0.0,0.0,65.0,0.06,2.93,0.0,0.0,0.35,-5.0,-0.0,0.14,0.34,-0.33,,,,0.15,0.24,0.44,0.29,美商高盛,8.18%,凱基-台北,7.39%,元富-虎尾,5.28%
6227,茂綸,電子通路業,42.75,-0.47,0.35,42.9,43.0,0.58,-0.35,343.5,117.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,,3.0,40.0,-90.0,0.0,0.0,0.0,117.0,0.15,2.05,0.0,0.0,0.0,-68.0,-0.09,-0.51,-1.1,-3.6,,,,0.2,0.74,-0.17,-4.1,新加坡商瑞銀,7.56%,摩根大通,7.27%,凱基-台北,6.98%
6228,全譜,電腦及週邊設備業,12.8,0.79,-0.39,12.75,12.7,-0.78,-1.17,44.09,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,-7.0,-0.02,-0.02,-0.03,-0.06,,,,-0.08,-0.26,-0.21,-0.91,華南永昌-林口,15.91%,元富-花蓮,9.09%,永豐金-中盛,6.82%
6229,研通,半導體業,31.6,3.61,0.63,31.8,32.2,1.9,-3.45,2359.86,-146.0,4.0,1.0,3.0,3.0,80.0,80.0,64.0,-47.0,20.33,3.0,135.0,-149.0,0.0,0.0,0.0,-146.0,-0.41,0.86,0.0,0.0,1.36,-298.0,-0.84,-0.15,-0.45,-0.24,,,,1.47,2.0,3.16,3.62,群益金鼎-南京,2.58%,台中銀-員林,2.54%,元大-台南,1.4%
6230,尼得科超眾,電腦及週邊設備業,178.0,-0.28,-0.28,177.5,172.0,-3.37,-3.1,144.07,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,-2.0,-20.0,6.0,0.01,0.02,-21.0,-0.02,90.62,-2.0,-0.0,1.21,-20.0,-0.02,-0.0,-0.04,0.17,,,,-5.5,-5.9,-5.95,14.21,富邦-三峽,6.94%,高橋,6.25%,港商野村,4.17%
6231,系微,資訊服務業,122.5,2.08,-0.41,122.0,120.5,-1.63,-1.63,636.5,-90.0,2.0,-10.0,3.0,18.0,18.0,57.0,-2.0,8.0,-1.67,3.0,6.0,-35.0,0.0,0.0,0.0,-95.0,-0.25,13.39,5.0,0.01,0.71,-146.0,-0.38,-0.64,-1.35,-1.28,,,,1.3,3.35,3.25,-3.47,大昌-新店,2.35%,元大-彰化民生,1.88%,元富-城東,1.73%
6233,旺玖,半導體業,29.0,-1.69,1.03,29.3,28.75,-0.86,-1.88,719.59,-72.0,3.0,13.0,-7.0,35.0,46.0,46.0,11.0,42.0,-2.57,2.0,-162.0,-1.0,0.0,0.0,0.0,-72.0,-0.09,3.3,0.0,0.0,0.81,-22.0,-0.03,0.6,1.81,2.32,,,,-0.05,0.11,1.44,2.02,元大-大甲,10.14%,新加坡商瑞銀,4.17%,美商高盛,4.17%
6234,高僑,光電業,34.5,1.32,0.14,34.55,34.2,-0.87,-1.44,1416.55,-148.0,1.0,-53.0,31.0,31.0,31.0,470.0,-14.0,-55.0,-1.45,2.0,-40.0,43.0,0.0,0.0,0.0,-148.0,-0.15,11.51,0.0,0.0,0.01,-50.0,-0.05,0.05,-0.47,-1.75,,,,-0.2,-1.35,-2.07,3.64,玉山證券,6.56%,華南永昌-古亭,1.41%,國泰-桃園,1.27%
6235,華孚,電腦及週邊設備業,124.5,4.18,-1.2,123.0,124.5,0.0,-5.32,27933.98,-1749.0,2.0,-326.0,219.0,445.0,462.0,1512.0,-346.0,-11.0,-2.58,2.0,-298.0,498.0,187.0,0.1,2.07,-1925.0,-1.0,8.11,-11.0,-0.01,2.63,-1170.0,-0.61,0.4,-4.69,1.4,,,,3.6,7.05,16.49,35.23,港商野村,1.71%,凱基-台北,1.05%,國泰證券,0.86%
6236,康呈,其他,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
6237,驊訊,半導體業,43.6,0.58,1.83,44.4,43.3,-0.69,-2.48,182.5,11.0,4.0,1.0,27.0,27.0,27.0,27.0,0.0,54.0,-1.0,3.0,45.0,-42.0,0.0,0.0,0.0,11.0,0.01,1.77,-0.0,-0.0,2.54,-16.0,-0.02,0.05,0.11,-0.11,,,,0.25,0.47,0.84,-2.43,富邦-敦南,14.21%,美商高盛,4.92%,新光,3.83%
6239,力成,半導體業,99.9,0.6,0.0,99.9,99.9,0.0,0.0,2335.5,564.0,1.0,0.0,0.0,9.0,9.0,18.0,0.0,9.0,,5.0,1.0,8.0,309.0,0.04,7.05,195.0,0.03,43.62,60.0,0.01,2.26,58.0,0.01,0.25,0.28,0.57,,,,0.74,2.67,3.9,7.24,元富,14.98%,中國信託,8.48%,美林,6.85%
6240,松崗,其他,22.4,0.22,0.45,22.5,22.85,2.01,-1.51,75.04,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,9.0,-6.0,0.0,0.0,0.0,13.0,0.06,0.45,0.0,0.0,0.04,-10.0,-0.04,-0.06,-0.11,-0.11,,,,0.34,0.12,-0.07,-0.09,凱基-台北,17.33%,凱基-岡山,9.33%,元富-虎尾,6.67%
6241,易通展,通信網路業,14.15,-0.7,-0.35,14.1,14.1,-0.35,-0.7,182.37,-2.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-0.0,0.06,0.0,0.0,0.0,-49.0,-0.12,-0.28,-0.41,-0.6,,,,-0.04,-0.18,-0.67,-0.41,國票證券,8.79%,致和-府前,5.49%,群益金鼎-開元,5.49%
6242,立康,生技醫療業,77.0,0.65,0.91,77.7,78.0,1.3,-0.26,65.13,-2.0,,,,,,,,,,,,,0.0,0.0,0.0,-2.0,-0.01,2.19,0.0,0.0,0.03,12.0,0.05,0.08,-0.98,-0.76,,,,1.1,1.46,0.7,8.44,凱基-城中,10.77%,國票-北高雄,9.23%,玉山證券,7.69%
6243,迅杰,半導體業,43.8,-0.11,-0.46,43.6,44.85,2.4,-1.54,2243.48,39.0,0.0,-2.0,0.0,0.0,14.0,55.0,0.0,-37.0,,1.0,-5.0,30.0,0.0,0.0,0.0,47.0,0.13,2.93,-8.0,-0.02,0.75,300.0,0.8,1.46,-0.8,-0.01,,,,1.27,1.5,2.88,6.56,國泰證券,13.55%,凱基,3.12%,凱基-台北,3.03%
6244,茂迪,光電業,34.75,0.29,0.14,34.8,34.25,-1.44,-2.14,4352.54,-735.0,0.0,-16.0,-10.0,-3.0,41.0,1109.0,-14.0,-65.0,0.4,1.0,-87.0,-60.0,-310.0,-0.08,0.61,-420.0,-0.11,14.43,-5.0,-0.0,0.91,-634.0,-0.16,-0.7,-0.66,-3.14,,,,-0.36,-0.41,-0.71,-1.18,美商高盛,4.71%,永豐金-市政,1.84%,第一金-桃園,1.42%
6245,立端,通信網路業,136.5,0.37,-0.73,135.5,134.5,-1.47,-1.82,2730.99,-112.0,3.0,-22.0,35.0,75.0,98.0,112.0,-40.0,-24.0,-2.14,2.0,-168.0,13.0,-108.0,-0.09,5.4,24.0,0.02,23.08,-28.0,-0.02,0.93,-398.0,-0.34,0.06,1.46,4.92,,,,0.4,1.65,9.0,17.8,新加坡商瑞銀,5.68%,土銀,2.71%,富邦-花蓮,2.2%
6246,臺龍,光電業,,0.0,,13.65,13.75,0.36,0.0,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.01,,,,,,,,兆豐-大同,50%,宏遠-民生,50%,國泰-板橋,0%
6247,淇譽電,其他電子業,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6248,沛波,鋼鐵工業,28.55,0.71,0.18,28.6,28.95,1.4,-0.34,622.98,-7.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,-1.0,,0.0,-9.0,-19.0,0.0,0.0,0.0,16.0,0.03,6.5,-23.0,-0.04,0.0,-69.0,-0.11,-1.22,-1.75,-5.75,,,,0.17,-0.21,-0.79,-0.41,台新-新營,7.22%,臺銀-臺中,5.78%,凱基-台北,4.49%
6251,定穎,電子零組件業,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6257,矽格,半導體業,55.5,1.09,-0.54,55.2,55.6,0.18,-0.18,1279.47,7.0,0.0,-1.0,-1.0,0.0,1.0,17.0,-4.0,-2.0,3.0,3.0,-9.0,18.0,118.0,0.03,1.24,-139.0,-0.03,20.57,28.0,0.01,0.21,302.0,0.07,0.25,0.43,0.7,,,,0.64,1.1,1.84,1.09,富邦證券,15.64%,宏遠證券,11.73%,元大證券,9.85%
6259,百徽,電子零組件業,22.2,0.91,-0.45,22.1,22.1,-0.45,0.0,4.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,41.29,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,,,,0.05,0.07,,,,,,,,
6261,久元,半導體業,66.3,0.3,0.0,66.3,66.1,-0.3,-0.3,162.36,-44.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,1.0,-5.0,-1.0,0.0,0.0,0.0,-27.0,-0.02,3.57,-17.0,-0.01,0.12,-51.0,-0.04,-0.05,-0.07,-0.27,,,,0.0,0.2,0.94,0.16,富邦-興業,12.35%,元大-敦南,11.11%,凱基-湖口,6.17%
6263,普萊德,通信網路業,118.0,0.85,-0.85,117.0,118.0,0.0,-0.42,40.01,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.0,-1.0,0.0,0.0,0.0,3.0,0.0,2.99,0.0,0.0,0.03,-3.0,-0.0,-0.01,-0.08,-1.31,,,,1.0,1.5,1.12,3.61,新加坡商瑞銀,7.5%,凱基-台中,7.5%,群益金鼎-嘉義,5%
6264,富裔,建材營造,7.35,0.55,-2.59,7.16,7.41,0.82,0.0,41.01,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,3.0,0.0,0.02,-0.14,-0.2,,,,0.08,0.15,0.03,-0.37,凱基-長庚,36.59%,統一-士林,24.39%,第一金-桃園,21.95%
6265,方土昶,電子通路業,10.4,0.0,1.44,10.55,10.4,0.0,-1.42,105.91,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,,1.0,-11.0,12.0,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.41,-11.0,-0.01,-0.04,0.06,0.05,,,,0.0,-0.06,0.02,0.07,玉山-新莊,18.87%,元大-北港,9.43%,美好-富順,9.43%
6266,泰詠,電子零組件業,41.0,0.74,0.12,41.05,41.4,0.98,-0.6,1402.46,229.0,2.0,-20.0,0.0,10.0,10.0,40.0,-14.0,-20.0,-inf,1.0,-117.0,-69.0,0.0,0.0,0.0,178.0,0.14,4.7,51.0,0.04,0.4,202.0,0.16,0.36,-0.07,-3.87,,,,0.55,0.64,-0.25,1.45,凱基-台北,8.92%,國票-南港,4.64%,富邦-新竹,4.14%
6269,台郡,電子零組件業,98.7,-0.5,-4.76,94.0,94.8,-3.95,-0.11,2913.9,-56.0,1.0,0.0,0.0,0.0,0.0,22.0,40.0,-23.0,inf,3.0,78.0,10.0,-8.0,-0.0,1.83,-64.0,-0.02,27.22,16.0,0.0,0.47,-581.0,-0.18,-0.45,-0.4,-0.65,,,,-3.14,-2.48,-1.25,-2.19,美林,10.91%,凱基-台中,2.02%,凱基-台北,1.82%
6270,倍微,電子通路業,23.0,0.0,0.87,23.2,23.0,0.0,-0.86,162.24,-36.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,,0.0,-18.0,-11.0,0.0,0.0,0.0,-36.0,-0.05,1.72,0.0,0.0,0.05,-24.0,-0.03,-0.05,-0.02,-0.5,,,,-0.03,-0.11,-0.2,-0.53,永豐金-竹北,18.52%,元大-新營,14.2%,元大-基隆孝二,6.79%
6271,同欣電,半導體業,183.5,2.51,-0.27,183.0,181.0,-1.36,-1.09,2136.54,-1361.0,3.0,-4.0,-4.0,4.0,4.0,14.0,8.0,0.0,-3.0,4.0,56.0,91.0,38.0,0.02,5.22,-1379.0,-0.86,21.07,-20.0,-0.01,1.99,-1119.0,-0.7,-0.96,-1.68,-2.62,,,,1.4,3.25,6.8,-6.48,元大-崇德,2.34%,新光,2.11%,統一,1.92%
6274,台燿,電子零組件業,75.0,-1.96,0.0,75.0,74.1,-1.2,-1.46,3056.88,-486.0,1.0,20.0,-12.0,20.0,102.0,152.0,-12.0,-129.0,0.0,1.0,-61.0,47.0,0.0,0.0,2.19,-570.0,-0.21,30.06,84.0,0.03,1.34,-348.0,-0.13,-0.7,2.43,2.2,,,,-0.8,0.14,4.89,5.94,美商高盛,17.99%,國票-天祥,7.79%,新光-新竹,2.94%
